mainstem,head,out,provider
551431,7443985,7445667,2
372316,4385381,4401161,2
414967,4383025,4386041,2
421764,4386525,4388291,2
388537,4383347,4388413,2
407338,4383013,4386669,2
591266,4389227,4383305,2
460832,4389505,4386813,2
409123,4391067,4391317,2
386550,4393457,4391411,2
443162,4393297,4392707,2
390668,4393359,4391295,2
472053,4391171,4391371,2
381273,4392947,4388605,2
478470,4393071,4392665,2
421761,4392185,4387759,2
421759,4387961,4388461,2
451314,4389951,4391323,2
455899,4393547,4392911,2
536218,4388083,4386389,2
511996,4390119,4391333,2
511988,4385087,4385541,2
485532,4388019,4386417,2
536223,4385203,4386045,2
451316,4385553,4386201,2
460842,4389943,4388495,2
429800,4383095,167267920,2
493383,4386951,4388241,2
455902,4387695,4387447,2
460837,4393059,4390835,2
485542,4389901,4391299,2
502106,4389293,4391071,2
511999,4389339,4389723,2
472048,4383293,4389637,2
523273,4383289,4389447,2
536229,4389807,167267924,2
374766,5161899,5160355,2
432793,5162187,5159229,2
436037,5162037,5159191,2
414956,5162553,5160371,2
419373,5163455,5159813,2
382932,5156863,5166935,2
472015,5162881,5166845,2
395398,5155661,5166821,2
439479,5156651,5162281,2
447062,5156783,5156999,2
591122,5155803,5156529,2
398035,5155651,5179587,2
394155,5155695,5166613,2
455876,5155699,5156047,2
466178,5156393,5157785,2
370093,5164647,5166795,2
382936,5164711,5166893,2
350586,5168537,5167029,2
409115,5168559,5165495,2
386545,5168797,5167897,2
451308,5167471,5160383,2
493349,5167477,5159987,2
429776,5160229,5160321,2
472008,5168759,5168275,2
466173,5156699,5161733,2
551370,5163221,5162561,2
455878,5163549,5162355,2
485514,5164933,5164215,2
451304,5165101,5166957,2
591132,5154951,5158803,2
466172,5162169,5166837,2
493339,5164939,5164393,2
502062,5157747,5157319,2
485509,5156639,5157843,2
485524,5167197,5167015,2
478441,5163829,5162729,2
485515,5164599,5164091,2
478447,5164891,5165191,2
511973,5159875,5160351,2
493346,5168215,5165331,2
447066,5158311,5157853,2
447064,5156671,5166667,2
472021,5157961,5156565,2
455869,5156885,5158753,2
343918,5999712,5995892,2
391783,5997084,5996784,2
369573,5998586,5997076,2
455860,5999172,5998312,2
400879,5999884,5998352,2
403969,5999468,5995444,2
414947,5999872,5995544,2
485478,5995300,5996926,2
511927,5999070,5997382,2
451289,5997832,5997604,2
485483,5999818,5998692,2
439468,5998966,5998230,2
536131,5998696,5998102,2
472002,5997730,5997302,2
410960,5999798,5998146,2
447048,5999484,5995800,2
460790,5995682,5995530,2
346303,7503388,7499934,2
365783,7498660,7499556,2
443126,7498554,7500474,2
363714,7500762,7500812,2
466147,7498762,7500592,2
424250,7503378,7501930,2
417096,7502906,7501968,2
429768,7502550,7503062,2
396678,7502892,7501590,2
471983,7502300,7501348,2
429763,7502190,7501090,2
466143,7497948,7498104,2
460783,7502630,7503008,2
466150,7498308,7498864,2
536117,7498742,7498210,2
493296,7501168,7501886,2
493293,7498650,7498220,2
511907,7498840,7498236,2
569255,7498018,7498292,2
536109,7501106,7501296,2
502017,7503530,7502234,2
471980,7498630,7499880,2
372903,6008486,6018258,2
485449,6012862,6010746,2
501996,6008658,6010634,2
485452,6010990,6011322,2
511878,6012850,6010790,2
478381,6010972,6011058,2
460769,6009248,6010086,2
511891,6010012,6010098,2
471977,6009658,6010114,2
493278,6009788,6010194,2
502005,6013424,6010312,2
402386,6013932,6013252,2
405607,6013974,6013142,2
493275,6013824,6013672,2
511882,6013908,6012662,2
421733,6012618,6013112,2
455841,6013210,6013082,2
439453,6008420,6010676,2
511872,6012942,6012874,2
451269,6011050,6013056,2
471968,6011388,6013058,2
407315,6011814,6018274,2
429757,6012882,6013116,2
471966,6011418,6012056,2
451267,6009692,6010246,2
511866,6009282,6009564,2
393871,8588152,8585804,2
464706,8584886,8585904,2
414426,8585192,8585976,2
395103,8592518,8590430,2
442157,8591886,8591038,2
509172,8591958,8591834,2
429026,8591606,8590360,2
499588,8591378,8589064,2
476681,8588872,8591002,2
365269,8591714,8589732,2
359645,8591750,8585802,2
499599,8589310,8587014,2
470416,8588842,8587914,2
470415,8588092,8587618,2
395105,8588690,8586966,2
483552,8589474,8588204,2
442165,8586918,8585844,2
432000,8587402,8598020,2
509170,8589304,8586924,2
499603,8589434,8587692,2
509158,8589038,8588420,2
564134,8589342,8587734,2
564149,8591578,8591232,2
532520,8588750,8588258,2
476672,8586896,8589516,2
564148,8591272,8588962,2
520025,8588984,8588898,2
446018,8585318,8589524,2
546969,8587098,8589632,2
520037,8587582,8589634,2
499587,8590216,8590914,2
345755,25020902,8585772,2
367044,7606161,7608773,2
446013,7606017,7607025,2
470401,7607113,7607555,2
373384,7610557,7610963,2
491132,7610481,7610087,2
429022,7608845,7609427,2
499576,7609501,7610949,2
532500,7610075,7609641,2
520020,7609433,7609875,2
499570,7607977,7607195,2
470402,7606189,7607647,2
532496,7609873,7609747,2
499582,7606109,7607111,2
476654,7606437,7606417,2
483541,7607641,7607471,2
564100,7609665,7609213,2
610282,7607525,7607691,2
491126,7607901,7609289,2
450151,7607795,7609121,2
509129,7610301,7611061,2
390403,7621992,7629070,2
450144,7622472,7623458,2
426238,7623400,7623614,2
423608,7623434,7629060,2
365692,7620814,7626318,2
423596,7621392,7622076,2
364437,7620660,7626024,2
381089,7623890,7625998,2
442141,7624446,7624998,2
435157,7624982,7626100,2
400518,7630576,7630614,2
418766,7627448,7629040,2
368468,7630526,7629396,2
442146,7628640,7628142,2
476642,7628550,7628110,2
476640,7629904,7629790,2
491108,7628794,7629138,2
509105,7630112,7629948,2
499552,7630528,7628404,2
519986,7630424,7628030,2
435160,7627568,7627896,2
470427,7622352,7622338,2
483569,7622864,7622546,2
446007,7620530,7623322,2
546906,7621948,7622394,2
491114,7622970,7629030,2
499610,7622208,7622622,2
464681,7624098,7624434,2
442148,7630628,7627892,2
499554,7630460,7630350,2
459486,7627474,7629234,2
442144,7629670,7626236,2
450137,7629646,7626124,2
520065,7621644,7621816,2
483566,7622938,7628924,2
483563,7623442,7623694,2
464720,7623178,7629082,2
499607,7626810,7629428,2
406889,11828976,11839012,2
429013,11828776,11830752,2
406890,11830094,11834978,2
410477,11834706,11834464,2
438542,11834818,11833458,2
402015,11832758,11833728,2
483501,11829470,11830564,2
584659,11828784,11829728,2
584682,11833294,11833580,2
476624,11828916,11830120,2
483497,11831872,11832062,2
532428,11829644,11830666,2
435152,11830396,11834518,2
470372,11828932,11833468,2
470369,11831646,11833602,2
476631,11831030,11831694,2
454613,11832570,11833696,2
509093,11832508,11833640,2
499530,11830252,11834940,2
519956,11828820,11828896,2
450128,11829018,11833530,2
532422,11831254,11831616,2
335847,11819721,11830642,2
532394,11815129,11816147,2
491081,11816575,11816311,2
546833,11820089,11819303,2
403569,11819897,11816843,2
546818,11819821,11819297,2
418753,11819993,11819135,2
476612,11819885,11819311,2
423584,11819921,11818853,2
392665,11820043,11818893,2
442128,11818537,11817561,2
399077,11818661,11817477,2
410475,11817843,11816229,2
476617,11818277,11817767,2
470359,11818035,11817379,2
532404,11816513,11816647,2
476619,11818691,11818513,2
563943,11816525,11816723,2
464662,11815629,11816283,2
450126,11815333,11816337,2
349686,7647017,11830578,2
412385,7652097,7653851,2
403565,7648369,7653747,2
416529,7651059,7653675,2
563903,7651459,7652711,2
483465,7651039,7651831,2
414407,7648463,7650837,2
418748,7648153,7650063,2
445979,7648191,7649923,2
470348,7648859,7649489,2
435134,7647475,7649291,2
363239,7647125,7651101,2
470347,7649321,7650185,2
403567,7647151,7649917,2
459432,7648917,7651623,2
421096,7649967,7650049,2
491048,7650535,7650921,2
414408,7650725,7651835,2
450116,7647261,7649197,2
532382,7648353,7650745,2
546782,7649637,7649289,2
428998,7648267,7650047,2
509058,7653255,7653773,2
445983,7652697,7653713,2
454590,7647079,7648775,2
491044,7652147,7653827,2
329267,7666370,7553689,2
412380,7665480,7667138,2
393854,7665398,7667116,2
464636,7666300,7665804,2
442107,7669480,7667100,2
395086,7669600,7667882,2
372777,7669572,7669102,2
393856,7668406,7669144,2
375268,7671882,7672566,2
426190,7670742,7671290,2
399074,7674322,7672804,2
428982,7672024,7672544,2
491037,7670906,7671528,2
483451,7666284,7665578,2
459416,7667740,7668188,2
532353,7671424,7671648,2
499467,7665408,7665650,2
519887,7665476,7665714,2
459405,7671192,7671704,2
483442,7671442,7671784,2
406880,7672556,7672754,2
532351,7670844,7671156,2
450100,7668288,7669098,2
499468,7665686,7669060,2
476569,7671746,7671790,2
686348,7671990,7671480,2
333674,7515313,7526465,2
376604,7521509,7526453,2
483414,7522327,7525005,2
435120,7523381,7522147,2
459384,7521745,7521903,2
435117,7518483,7520237,2
470315,7517367,7518447,2
426187,7516573,7520753,2
403555,7515351,7517561,2
442096,7516345,7517265,2
435114,7515287,7517037,2
450080,7517015,7516697,2
519855,7516801,7516663,2
405178,7520811,7516853,2
399066,7520831,7517817,2
361010,7519119,7518521,2
454556,7518533,7519709,2
459387,7521081,7519805,2
454554,7520217,7518999,2
519841,7519815,7518949,2
508978,7519877,7519097,2
414393,7520489,7524415,2
403556,7524005,7523215,2
459400,7524165,7523221,2
464627,7524283,7523229,2
509002,7524269,7522037,2
445945,7522199,7522691,2
532275,7515915,7523101,2
470307,7520793,7518121,2
519857,7515325,7516225,2
490999,7523729,7520201,2
546691,7519519,7519443,2
584415,7522413,7522651,2
483419,7519899,7520131,2
508997,7524393,7523859,2
483426,7517781,7518097,2
401996,7546753,7551057,2
405174,7550015,7551141,2
470296,7548765,7549173,2
483407,7548505,7546371,2
385384,7549809,7551127,2
381898,7545565,7548145,2
490983,7545713,7546235,2
454549,7546301,7546659,2
470293,7545641,7545235,2
454546,7549049,11810084,2
391498,7558497,7561185,2
344635,7557741,7561989,2
406859,7559797,7561927,2
418718,7558107,7561659,2
381896,7558043,7561679,2
371051,7557999,7561717,2
459374,7558181,7558687,2
563747,7560091,7560077,2
546635,7557773,7557905,2
546634,7557849,7557861,2
519808,7558623,7559791,2
336383,7570023,7549109,2
412360,7569437,7571271,2
414377,7570181,7571005,2
464591,7570731,7570701,2
426167,7571101,7572623,2
397673,7571711,7572317,2
438482,7571657,7572169,2
431924,7572453,7573403,2
508939,7571745,7572197,2
519795,7571527,7571303,2
483393,7570291,7570449,2
483389,7572405,7573269,2
519790,7571075,7571509,2
499403,7569445,7570435,2
532225,7571677,7571311,2
361366,11807462,11810528,2
464585,11808900,11808700,2
438479,11808858,11808190,2
476516,11807480,11807704,2
428954,11808054,11808392,2
416496,11810004,11808660,2
428952,11810006,11808752,2
450057,11810090,11810496,2
563705,11807810,11808136,2
412354,11798935,11804541,2
366121,11795777,11799755,2
476511,11797225,11798301,2
546600,11795895,11797655,2
368954,11798949,11802411,2
397671,11799233,11802455,2
642134,11800599,11802421,2
450034,11779843,11782613,2
332790,11777777,11782651,2
414368,11779829,11782611,2
450041,11774329,11779565,2
450047,11774929,11779417,2
397666,11774121,11779269,2
375918,11775611,11778195,2
445909,11775571,11776631,2
459341,11775397,11777901,2
454511,11776289,11776713,2
476496,11776157,11788433,2
359310,11776773,11778243,2
384467,11776233,11777033,2
563662,11776789,11777143,2
367973,11779427,11782689,2
410436,11780379,11780231,2
423529,11780175,11780269,2
490928,11774267,11774975,2
532181,11775393,11775547,2
476488,11775471,11776097,2
532163,11779625,11779587,2
519750,11776257,11778173,2
416481,919113,920975,2
423522,919495,919839,2
546543,919711,920955,2
405154,919129,921061,2
450030,917539,917679,2
563616,917445,917621,2
532153,916433,916493,2
499346,916827,916533,2
445904,917395,916851,2
464553,917517,916869,2
563610,917533,916973,2
454502,917781,917655,2
519726,917837,918575,2
426148,918091,917873,2
563631,918149,917997,2
431900,918467,920363,2
490915,918683,918373,2
641976,920557,918455,2
490913,920591,918485,2
438455,921993,921351,2
378747,923461,949103,2
563589,922729,921959,2
464548,922685,922177,2
476476,922257,922237,2
584168,917627,917667,2
641992,916621,916853,2
508883,916551,916529,2
464558,916825,916607,2
609573,920303,919253,2
642010,919307,919279,2
499348,919661,921363,2
584167,922151,922003,2
546548,923405,922185,2
563621,920357,921273,2
642012,920341,919473,2
519730,916455,916521,2
641969,921541,921577,2
584183,921819,921575,2
584180,921949,921803,2
332651,1528681,952579,2
442045,950531,950959,2
459325,948609,950713,2
400477,948475,952517,2
396337,947097,952427,2
519697,947405,949991,2
392637,946933,950007,2
499317,947089,947211,2
483327,947463,947609,2
464540,949941,949963,2
438450,949433,949969,2
532123,949503,949373,2
381884,953361,952573,2
414356,954551,951627,2
490904,953371,951957,2
546492,947969,947319,2
532115,948445,947511,2
747818,947619,949985,2
563568,947147,947257,2
532118,947279,947373,2
584141,949197,949957,2
641935,947625,950001,2
747744,949261,949257,2
685401,949913,949205,2
546494,948553,950409,2
470231,951367,952669,2
499324,951501,952537,2
499332,951569,952555,2
563585,952301,950929,2
609498,951929,951333,2
519714,951981,952591,2
476473,949543,951849,2
532134,949447,951719,2
609505,949533,951799,2
459322,952383,952725,2
483333,951687,952557,2
459321,951575,952479,2
532119,946963,947155,2
519690,1529881,1530653,2
397657,1527779,1529719,2
454489,1528675,1528179,2
454488,1528679,1529493,2
470223,1529585,1529805,2
584107,1529419,1531437,2
490889,1529653,1530253,2
584100,1531467,1529757,2
476458,1529951,1530473,2
499306,1530051,1530429,2
395061,1006017,1006723,2
414351,1004895,1006353,2
483317,1006001,1005601,2
532086,1006325,1006403,2
454485,1005075,1005573,2
470213,974224,979268,2
490877,974230,974892,2
435058,976640,974946,2
418687,976770,976196,2
508828,976654,977510,2
845857,977534,977192,2
459308,977278,976234,2
532082,977220,977542,2
476451,975044,974538,2
584071,976696,976668,2
584075,977514,977548,2
685260,977290,977530,2
747510,977310,977288,2
546457,977756,976728,2
431888,975284,976188,2
1038671,974306,974306,2
609388,975310,976228,2
374608,983469,981801,2
360651,1424118,1423104,2
546434,1422208,1423894,2
476447,1423766,1423888,2
641781,1424076,1424852,2
391480,1426486,1425320,2
470209,1427572,1425706,2
450007,1425558,1422682,2
747442,1423926,1424842,2
609378,1424084,1423976,2
546446,1424130,1425834,2
546441,1424146,1424178,2
508816,1422760,1423054,2
584059,1423798,1426098,2
519658,1425734,1425650,2
641777,1425796,1425812,2
584043,1427582,1425930,2
641787,1425398,1425422,2
563497,1423724,1424866,2
584055,1425780,1426152,2
584051,1427558,1425764,2
508819,1427530,1425778,2
641768,1427578,1427544,2
459302,982345,981019,2
483300,982927,982919,2
609361,982225,982193,2
546428,984539,984537,2
641756,982401,982331,2
519650,982883,982253,2
490862,982431,982477,2
685154,984627,984637,2
609352,983471,984673,2
641744,984679,984965,2
396331,912209,914699,2
499279,911823,912693,2
445880,912707,914165,2
454474,911873,914143,2
476439,912213,912699,2
641740,912689,914117,2
1038157,914675,914675,2
584027,911863,912635,2
584025,911859,912647,2
641731,912717,914137,2
641730,912727,914661,2
405141,1591891,1594253,2
428915,1597477,1596433,2
426130,1598155,1596089,2
431881,1598129,1596155,2
426131,1598457,1596479,2
641696,1591917,1591955,2
546404,1595827,1596247,2
459297,1594691,1596005,2
476433,1598133,1597899,2
747291,1598429,1597957,2
609320,1597489,1597381,2
641705,1598147,1597351,2
583998,1594669,1596341,2
2237921,1594489,167806456,2
483293,1594567,1595947,2
519634,1597963,1595345,2
445874,1598427,1596275,2
563464,1597945,1596381,2
685105,1598063,1597925,2
490848,1597473,1597345,2
519629,1593007,1593735,2
685089,1591985,1594221,2
508803,1593763,1594273,2
470195,1595833,1596033,2
845400,1595835,1594727,2
470194,1595815,1596277,2
747082,941020129,941020130,2
354050,936538,934048,2
519622,935052,939500,2
519621,936804,938804,2
454467,936840,938898,2
532028,936852,938980,2
499261,936992,936946,2
499258,936530,937286,2
483276,935636,937398,2
428914,940352,938204,2
499263,937560,937262,2
519623,940398,937412,2
459285,940430,937176,2
490837,941092,939558,2
428912,939574,935026,2
476422,939528,938586,2
563431,935556,937144,2
583981,936928,938068,2
583982,938062,936912,2
546382,937436,938138,2
641665,937604,937254,2
609261,938164,938240,2
583973,940370,940246,2
563427,939254,937482,2
563421,941096,938244,2
583964,940416,938246,2
747196,934764,934758,2
685042,934784,934792,2
747099,939530,938958,2
685002,939122,939002,2
685015,937278,937132,2
490836,939246,939518,2
412329,939524,935306,2
364419,986921,992997,2
470184,988551,992585,2
641616,992163,992195,2
490828,988561,992627,2
483272,987859,992203,2
519601,987701,987799,2
563405,988127,988169,2
476417,987459,987597,2
684978,987777,987819,2
583955,987849,992119,2
845142,941020127,941020128,2
2237932,941020118,941020120,2
403517,996256,999426,2
532001,995900,997548,2
464503,995904,997600,2
747011,996602,997494,2
532003,996252,941020132,2
747013,996598,996306,2
641578,996358,998652,2
609230,995908,998654,2
519596,1001725,1001217,2
375250,1002191,1000799,2
476415,1001341,1001285,2
609226,1002189,1002097,2
519594,1002133,1001479,2
563390,1002433,1002107,2
746988,1002105,1000905,2
563392,1001417,1001403,2
746991,1002187,1002141,2
844993,1002165,1002147,2
476413,21250092,21250358,2
459281,21247976,941030313,2
464499,21247854,21248926,2
531987,21247874,21248950,2
445866,21247824,21248400,2
410412,21248858,21250098,2
464501,21250148,21250308,2
483259,21247860,24760180,2
2237937,21248856,21248856,2
483267,21249166,21251516,2
483263,21248208,21254494,2
470179,21248042,21248908,2
374589,21104695,21250542,2
1036497,21249184,21249184,2
2238041,21244333,21246849,2
2238093,21245567,21245603,2
2238087,21245983,21246491,2
2238081,941030297,21243999,2
2238123,21245593,21245591,2
2238029,21245451,21246197,2
2238084,21243985,941030167,2
2238035,21244007,21245419,2
2238241,21240294,21240250,2
393821,22079537,22080881,2
399030,22084133,22080297,2
428905,22083045,22084223,2
370492,22081063,22083463,2
490808,22080063,22080679,2
609186,22084125,22083191,2
609189,22083021,22082931,2
609171,22080879,941030328,2
684819,22080621,941030374,2
684844,22084163,22083081,2
746855,22079937,22079915,2
406819,21200384,21201582,2
347329,21228135,21226961,2
400464,21225121,21224023,2
421017,21227787,21227001,2
476400,21223377,21223885,2
476398,21223855,21224145,2
445855,21228121,21224531,2
483242,21224573,21226509,2
442008,21226579,21226433,2
459274,21225775,21226861,2
483247,21223311,21223697,2
367964,21216303,21214869,2
374602,21216525,21215137,2
499196,21218579,21218935,2
583838,21216499,21216293,2
519545,21216243,21215401,2
459261,21216555,21218481,2
508719,21215547,21215327,2
412318,21215035,21214873,2
347145,21207467,21201378,2
435028,21208169,21210021,2
423490,21208427,21209907,2
406821,21207627,21207751,2
531930,21207761,21207853,2
381056,21209387,21210061,2
508708,21209297,21209231,2
454441,21207535,21208279,2
583821,21207461,21207669,2
844293,21209371,21209229,2
426109,21198006,167484661,2
438405,21197952,21199416,2
445844,21197870,21199738,2
483222,21200448,21199454,2
499180,21200362,21199740,2
499179,21200080,21199600,2
490776,21198326,21201242,2
490770,21200754,21199604,2
368446,21195930,21194164,2
508690,21194424,21194136,2
563265,21194690,21194450,2
844091,21195254,21193940,2
684553,21195264,21195252,2
531901,21195706,21194446,2
609028,21194440,21195274,2
438402,22076827,22076523,2
454431,22076499,22076729,2
563260,22077481,22077771,2
438403,22076281,22076743,2
583766,22076129,22076195,2
361357,21184467,21187671,2
435018,21185019,21187051,2
426107,21185475,21186581,2
388254,21184169,21186557,2
421008,21184453,941030133,2
464463,21184829,21186563,2
483217,21184875,21186677,2
546242,21186823,21187117,2
508676,21187019,21186923,2
843839,21187173,21187185,2
359963,21172696,21177372,2
464457,21176304,21177178,2
410399,21175442,21177100,2
405125,21176494,21177058,2
412310,21174704,21176880,2
408570,21174420,21175968,2
438391,21174386,21175328,2
438398,21187581,21177012,2
508659,21173932,21175306,2
519479,21174428,21174758,2
476358,21174524,21175250,2
531879,21175746,21176274,2
441984,21176572,21176350,2
459237,21174840,21175972,2
401952,21174712,21175988,2
508662,21175080,21175458,2
684380,21176394,21176998,2
483194,21164491,21165617,2
459232,21165359,21165559,2
490741,21165439,21165611,2
390358,21164807,21166807,2
449949,22077675,21165087,2
508655,21164909,21165429,2
519473,21165013,21165067,2
372162,21166705,21166887,2
519477,21166611,21166891,2
531849,21166719,21166881,2
476350,21165121,21165601,2
519467,21165217,21166971,2
354579,21159431,21161257,2
420999,21160067,21159415,2
746066,21159111,21159243,2
641121,21159419,21159435,2
454412,21159653,21159453,2
499141,21159085,21160547,2
483190,21161105,21160943,2
336473,21149610,21145548,2
369438,21148692,21151988,2
414317,21150018,21149410,2
470116,21150150,21149660,2
464441,21150192,21151966,2
508633,21144746,21145218,2
445821,21144222,21144830,2
401946,21144890,21144836,2
346607,20076988,21035465,2
470108,20081168,20082034,2
423470,20081082,20082000,2
459220,20077088,20081942,2
464433,20076846,20081924,2
435002,20076906,20081438,2
371586,20074632,20081766,2
476329,20080808,20078158,2
459217,20076794,20077908,2
395038,20074646,20078314,2
449934,20074926,20078226,2
459213,20078636,20078490,2
519443,20074846,20078022,2
476326,20074682,20077900,2
464424,20078336,20078276,2
508627,20082156,20081328,2
499124,20081860,941030219,2
519440,20081478,20081440,2
383553,21136363,21134495,2
431831,21136161,21135765,2
390350,21133421,21134329,2
420988,21133837,21134275,2
379479,21132595,21131163,2
396308,21133261,21133201,2
426086,21130829,21131023,2
438369,21131159,21134315,2
483161,21135813,21135851,2
428863,21131025,21134289,2
438371,21132867,21132719,2
483158,21133431,21133677,2
519407,21134519,21136023,2
499106,21135911,21135999,2
391456,21122077,21126639,2
490694,21121959,21122221,2
483151,21122757,21122179,2
318231,21124161,494212,2
454389,21124789,21124867,2
640869,21124853,21125029,2
608717,21125445,21125243,2
476307,21125743,21124723,2
441957,21125365,21126649,2
483147,21125439,21125079,2
563084,21122759,21122191,2
842636,21122005,21122075,2
563081,21124659,21125911,2
563073,21125061,21124891,2
490686,21113837,21116923,2
431822,21115093,21116943,2
428860,21116975,21117025,2
546075,21112751,21117159,2
583517,21115821,21117163,2
499081,21116025,21115695,2
449920,21112381,21116845,2
371584,20071845,20073117,2
483141,20071781,20073165,2
2238330,20071787,20071773,2
395032,21109598,21111694,2
519382,21109596,21110046,2
640806,21109858,21110086,2
1028702,21111252,21111252,2
546064,21103445,21103513,2
683852,21102749,21103401,2
508574,21102755,21103421,2
423458,21102765,941040099,2
842378,21102803,21103559,2
608667,21102779,21102835,2
426078,21103107,21106361,2
583501,21102785,21103103,2
842362,21102849,21103111,2
745410,21106363,21105119,2
519378,21105253,21106365,2
563040,21106377,21105233,2
683841,21106381,21105247,2
563045,21102833,21105107,2
2238351,21103529,21103539,2
2238353,21103537,21103537,2
640772,21096679,21097931,2
1028449,21096667,21096667,2
842267,21096475,21097903,2
608639,21096437,21096427,2
344937,21080470,21087200,2
431816,21084488,21084854,2
499066,21085022,21085364,2
2238368,21084260,21084260,2
508559,21086414,21085062,2
499063,21085448,21085134,2
519361,21085008,21085148,2
375231,21058654,21066622,2
406795,21063964,21065824,2
399004,21063216,21066586,2
454372,21064396,21065818,2
438353,21062260,21066682,2
414300,21063690,21065332,2
490656,21063624,21064544,2
428853,21061378,21062032,2
476288,21065080,21065734,2
441941,21066646,21066562,2
464388,21064934,21066550,2
428854,21068136,21066558,2
483127,21067120,21067366,2
519355,21068010,21068304,2
464384,21061326,21061964,2
2238419,21067134,21067118,2
459186,21067970,21066602,2
434980,21068086,21066594,2
508552,21067110,21067020,2
434979,21064288,21065848,2
431814,21061306,21061850,2
483119,21064286,21065284,2
499040,21194756,21064284,2
531703,21063810,21064620,2
400437,21046792,21047786,2
508530,21046766,21046862,2
531696,21047268,21046966,2
416418,21043070,21046360,2
449897,21042770,21046286,2
499032,21042744,21046208,2
483106,21042680,21046024,2
371024,21045676,21046196,2
434973,21044786,21045692,2
459166,21045310,21045954,2
454357,21045342,21046228,2
445777,21045444,21046348,2
459171,21045458,21045920,2
423448,21047326,21047280,2
459161,21047456,21047294,2
583388,21047844,21047774,2
640511,21048092,21047762,2
608450,21048098,21047810,2
508522,21042294,21042866,2
562954,21048108,21048146,2
744972,21046916,21047016,2
683449,21048110,21047822,2
519323,21042964,21046270,2
583387,21047182,21046938,2
464367,21042720,21045782,2
499021,21046764,21045862,2
562953,21047034,941050033,2
464377,21042750,21046232,2
464371,21045398,21046424,2
470043,21047430,21047292,2
545963,21047358,21047708,2
369948,250336,259966,2
423443,250528,251488,2
545930,250442,250394,2
519283,250492,251752,2
583285,251618,251416,2
385338,249002,255232,2
562887,250320,249142,2
608406,249228,249162,2
531647,249646,249644,2
683368,249272,249242,2
683367,249668,249258,2
445773,252088,249296,2
608403,249336,249680,2
438338,252434,255220,2
400433,252534,255244,2
499009,252792,253936,2
420970,254942,253864,2
545945,255090,255372,2
387237,254550,255282,2
408546,254888,254196,2
454345,254928,254530,2
545956,252370,249418,2
508493,250580,251018,2
519288,251758,251150,2
459156,254952,254262,2
545940,254382,255082,2
583317,254034,255352,2
1025737,249198,249198,2
531645,251724,251066,2
519289,249030,249736,2
744695,251318,251598,2
841249,252438,253000,2
483081,251594,251494,2
640459,249114,249264,2
583300,251694,255248,2
562885,251726,251020,2
483083,251058,251258,2
438335,493082,494272,2
476235,493102,494340,2
470019,493208,494416,2
386273,491832,494490,2
449880,492312,495198,2
508482,491782,492302,2
423441,491840,495254,2
464352,495116,496598,2
454342,495118,496586,2
459149,496438,494482,2
434962,496522,494458,2
519270,492162,492738,2
519273,495042,495234,2
498992,493182,493798,2
490614,496328,494472,2
562834,496446,496338,2
470021,491772,492170,2
498988,491758,492658,2
416409,21037035,21038197,2
490598,21037141,21038179,2
365242,21035213,21037545,2
397615,21036411,21037099,2
459140,21035413,21038137,2
445762,21036811,21036951,2
476232,21036393,21036527,2
531611,21037627,21037735,2
583223,21037623,21038157,2
340450,21025292,21002365,1
464343,21026490,21026944,2
367954,21024684,21026794,2
483053,21025080,21025512,2
445757,21024966,21025674,2
454331,21027492,21025642,2
464338,21027488,21027874,2
562802,21027956,21027942,2
519237,21028012,21028038,2
490594,21026664,21027878,2
508455,21027446,21025694,2
531603,21027450,21025686,2
508459,21025286,21025548,2
508458,21025012,21025340,2
608258,21027982,21027980,2
348473,21009207,21000473,1
386270,21009895,21013171,2
470007,21010361,21012107,2
420961,21009873,21012465,2
401920,21013571,21015291,2
508446,21009919,21012109,2
508437,21012937,21012587,2
470002,21013337,21012903,2
434949,21013463,21013085,2
498958,21009121,21010963,2
449869,21009001,21010959,2
470004,21009019,21011035,2
562764,21014087,21015281,2
476216,21008991,21010903,2
464333,21013869,21015209,2
426049,21013811,21015243,2
519208,21015381,21015185,2
519206,21001543,21002335,2
483029,21001575,21002417,2
426045,20999679,21002413,2
545802,21001577,21001817,2
744047,21001713,21001797,2
562725,20987617,21001775,2
426046,20999697,21002239,2
438316,21000393,21001751,2
403469,20998625,941060043,2
420958,20998609,21001087,2
545807,20998627,20999439,2
426047,20999079,21000385,2
445747,21000831,21001235,2
434947,21001003,21001233,2
531548,21000993,21000803,2
483033,21000991,21000781,2
508426,21001009,21002243,2
545818,21002063,21001897,2
476208,21002769,21002295,2
519205,21002783,21002005,2
545819,21001987,21002353,2
519199,20999449,20999107,2
469990,20999335,21000417,2
682945,21001589,21001711,2
545817,21000951,21001267,2
342464,20981877,20988329,2
682851,20988135,20988265,2
459120,20986769,20988147,2
441898,20986457,20988313,2
531513,20986093,20987109,2
377974,20981709,20984153,2
420954,20984483,20987683,2
368931,20984533,20988351,2
401918,20986287,20988031,2
545790,20984551,20984795,2
562721,20987137,20988081,2
608135,20987511,20988131,2
545769,20986419,20987291,2
508402,20986533,20987469,2
519191,20986199,20986957,2
508405,20984447,20985879,2
508408,20981783,20984007,2
519185,20984561,20984839,2
545789,20984853,20984925,2
519186,20984651,20984897,2
743728,20988109,20988139,2
682850,20988117,20988157,2
608077,20988155,20988177,2
490557,20986037,20986867,2
608112,20988083,20987541,2
469985,20985863,20986599,2
519181,20985525,20987673,2
