mainstem,head,out,provider
2469822,9963342,9963054,2
2469908,9962906,9963034,2
2470131,9962972,9963032,2
2469238,9957722,9961754,2
2469426,9959282,9958254,2
2468970,9959216,9962822,2
2469904,9957500,9958704,2
2469499,9959268,9957850,2
2469528,9959218,9957424,2
2469639,9954364,9954286,2
2469603,9959504,9956992,2
2469899,9957258,9957306,2
2469274,9957346,9958726,2
2469025,9957918,9962306,2
2469829,9963436,9963030,2
2469524,9962620,166757180,2
2469594,9962710,9962434,2
2469808,9962702,9963100,2
2469737,9959446,9961876,2
2470000,9957168,9957128,2
2469821,9958368,9961964,2
2469688,9957036,9957230,2
2469744,9958188,9959202,2
2469494,9962032,9961994,2
2469564,9960254,9960560,2
2469820,9958050,9959190,2
2469493,9961768,9962818,2
2469137,9941916,9945114,2
2469675,9940626,9940940,2
2469345,9940460,9940934,2
2469671,9943342,9941636,2
2469587,9941006,9941150,2
2469398,9941158,9941718,2
2469017,9941270,9944656,2
2469246,9943956,9944882,2
2469490,9943960,9944768,2
2469878,9944702,9944030,2
2470219,9944830,9944036,2
2469876,9944098,9944048,2
2469872,9922438,9944870,2
2469985,9941098,9941786,2
2470089,9942104,9941768,2
2472194,9944008,9944744,2
2469727,9943202,9941632,2
2468739,9919340,166741838,2
2468986,9919658,9922402,2
2468931,9919430,9925472,2
2469575,9925324,9925562,2
2469206,9925534,9922288,2
2469298,9925778,9922450,2
2469132,9922802,9927668,2
2469474,9927758,9927314,2
2469709,9925588,9922194,2
2470150,9927384,9927744,2
2469372,9919354,9919990,2
2469430,9924050,9922082,2
2469437,9922632,9927662,2
2469868,9923644,9923714,2
2469513,9924190,9923920,2
2469358,9921754,9923508,2
2469436,9918016,9921784,2
2469338,9922748,9922868,2
2470493,9922860,166741836,2
2468261,6314055,6318405,2
2475697,6315757,6317747,2
2475959,6316951,6325325,2
2467789,6316551,6318029,2
2475821,6316955,6316967,2
2475975,6316213,6317075,2
2468312,6313441,6314077,2
2475989,6316113,6317763,2
2475122,6317101,6318651,2
2468084,6314091,6314355,2
2475510,6321561,6322315,2
2475744,6317217,6325547,2
2468279,6313545,6318411,2
2468281,6315723,6318495,2
2469568,6317043,6318559,2
2468201,6316143,6318391,2
2475282,6321639,6322233,2
2471483,9946332,9947130,2
2475309,14347024,6320971,2
2478118,1053747,1057547,2
2479544,1056769,1057525,2
2476303,1048411,1958697,2
2478814,1050557,1050917,2
2477073,1046891,1049961,2
2479998,1053699,1055957,2
2479753,1051761,1056023,2
2477751,1051173,1057483,2
2478806,1051403,1055231,2
2480653,1051029,1051301,2
2479074,1052597,1050397,2
2479220,1049959,1050365,2
2478186,1047319,1049527,2
2478932,1047355,1047869,2
2478812,1047003,1047407,2
2478256,1047065,1047537,2
2477629,1047723,1048131,2
2479059,1047995,1047949,2
2478399,1049751,1049857,2
2478490,1049581,1049829,2
2481059,1050231,1052159,2
2480295,1050809,1052307,2
2481622,1050279,1052217,2
2476849,1048095,1051591,2
2479365,1049533,1052041,2
2477953,1050189,1050521,2
2477228,1050489,1051109,2
2477384,1052741,1050997,2
2478187,1051259,1058125,2
2479376,1055597,1057463,2
2478411,1057899,1057615,2
2478188,1055765,1057693,2
2476968,1051049,1057723,2
2478710,1057833,1057561,2
2477630,1051191,1055751,2
2477184,1055067,1057683,2
2479781,1057851,1055405,2
2479216,1056093,1055875,2
2480330,1058033,1056385,2
2477517,1056393,1057753,2
2479782,1057217,1057091,2
2480323,1057191,1057789,2
2482383,1049545,1052395,2
2479073,1048337,1048211,2
2478410,1051799,1054955,2
2479383,1051789,1055423,2
2480622,1058047,1057763,2
2478309,1950035,1951339,2
2477992,1946341,1951275,2
2478571,1946165,1951231,2
2478572,1945999,1946761,2
2479514,1946513,1946147,2
2479173,1945947,1946707,2
2478475,1945781,1958705,2
2477139,1942909,1946605,2
2479177,1945761,1945755,2
2478246,1941961,1945615,2
2479334,1942959,1942011,2
2477903,1942957,166757229,2
2477856,1943545,1943841,2
2478389,1943733,1943865,2
2478486,1947601,1949115,2
2477103,1943433,1946639,2
2478390,1949241,1947871,2
2477201,1947737,1946919,2
2479986,1947865,1948925,2
2478481,1948267,1948139,2
2479189,1948999,1948233,2
2479526,1948415,1948997,2
2478913,1948549,1946775,2
2477004,1948343,1951551,2
2477819,1948575,1949989,2
2481015,1952513,1952481,2
2479975,1950419,1951313,2
2477745,1950395,1951429,2
2481004,1948275,1948931,2
2480238,1942415,1942191,2
2479531,1952579,1952531,2
2479346,1950251,1950011,2
2479714,1950461,1951385,2
2476209,6333660,14353046,2
2477991,6341678,6341634,2
2478223,6336100,6341516,2
2477979,6335270,6336806,2
2478760,6336908,6335840,2
2479669,6335136,6336616,2
2479320,6336848,6336548,2
2479006,6332028,6336460,2
2476879,6329720,6336526,2
2478653,6330706,6331144,2
2479900,6330928,6331758,2
2476878,6329694,6336516,2
2479479,6330924,6331216,2
2477808,6330620,6331746,2
2479907,6330768,6331014,2
2479675,6333272,6333422,2
2480553,6333356,6333382,2
2479905,6333402,6333408,2
2479147,6333468,6333544,2
2478766,6331974,6334738,2
2480903,6333668,6333958,2
2481483,6333600,6333796,2
2482098,6334340,6334122,2
2478458,6333840,6334036,2
2478656,6334040,6334028,2
2478457,6338284,6338076,2
2478038,6339702,6336540,2
2478381,6339742,6336554,2
2477983,6338692,6336664,2
2476948,6338350,6349278,2
2479323,6338368,6339488,2
2477934,6338822,6338870,2
2478302,6338852,6339630,2
2477984,6339118,6335700,2
2478100,6335984,6341426,2
2478773,6337020,6336232,2
2478154,6340428,6341366,2
2477001,6339246,24581329,2
2477980,6342520,6340560,2
2477052,6339346,6341630,2
2479322,6342842,6340768,2
2479931,6341382,6340874,2
2479704,6341064,6341020,2
2479489,6339174,6335786,2
2480473,6333498,6333756,2
2477769,6364908,6367078,2
2478985,6368954,6366662,2
2479272,6364690,6365526,2
2478029,6364212,6365442,2
2478086,6363898,6365408,2
2479276,6363742,6365308,2
2478030,6361302,6365202,2
2479125,6363660,6363614,2
2478445,6361060,6361920,2
2479136,6361310,6361352,2
2478215,6361036,6361820,2
2479450,6361720,6361912,2
2482839,6361172,6361290,2
2477240,6361358,6365242,2
2477448,6361096,6363586,2
2480445,6361092,6361326,2
2479453,6361392,6363450,2
2479452,6363730,6365000,2
2479451,6363874,6363790,2
2477770,6363932,6365702,2
2478642,6364512,6365080,2
2478644,6364692,6365436,2
2479458,6364670,6364586,2
2478858,6364754,6365464,2
2479630,6368088,6364778,2
2477977,6368214,6369222,2
2478645,6368714,6368998,2
2478449,6368752,6369226,2
2478150,6368834,6369264,2
2479129,6365088,6364284,2
2479636,6365094,6365482,2
2480451,6363842,6364026,2
2480117,6366520,6366596,2
2481298,6363796,6363608,2
2478984,6368186,166757326,2
2480416,14348146,24869012,2
2477035,6382501,6384021,2
2480111,6380959,6381215,2
2478434,6382387,6380993,2
2476832,6380245,6384203,2
2478437,6383123,6381783,2
2478739,6382355,6382943,2
2477212,6382651,6384195,2
2477840,6382839,6384033,2
2480785,6382375,6382559,2
2479263,6382577,6383071,2
2478135,14346120,14347414,2
2477235,14343486,14347208,2
2478964,14343490,14346808,2
2479604,14347474,14346106,2
2477523,14344286,14357766,2
2478525,14344296,14344412,2
2478624,14344404,14348482,2
2478730,14348204,14357772,2
2476548,14352792,14347400,2
2478351,14352706,14347436,2
2480768,14348442,14348504,2
2480748,14348252,14348548,2
2478838,14347132,14346370,2
2478203,14348460,14347276,2
2478845,14348466,14346982,2
2480750,14346382,14347038,2
2478428,14348066,14348542,2
2479834,14351320,14347442,2
2480739,14344806,14348514,2
2485844,14348158,14348164,2
2478963,14345782,14345862,2
2481180,14347042,14346566,2
2476674,14451669,14458419,2
2499026,9901187,9907127,2
2478722,14455915,14458229,2
2478518,14455749,14456135,2
2478343,14452833,14455197,2
2477959,14452695,14456429,2
2477046,14451637,14454743,2
2478831,14453435,14452453,2
2478424,14451999,14452235,2
2479398,14452445,14452859,2
2478515,14453007,14452391,2
2479228,14452517,14453155,2
2477019,14452763,14456563,2
2479579,14455163,14456511,2
2477694,14454951,14456489,2
2477915,14455511,14455801,2
2477574,14455721,14456213,2
2479592,14456231,14458409,2
2495909,6391791,6399779,2
2496089,6390873,6397885,2
2496524,6390049,6390877,2
2496180,6390067,6397753,2
2496184,6390225,6397339,2
2496291,6390271,6396979,2
2496098,6392357,6397979,2
2496355,6390261,6390665,2
2496239,6390171,6390933,2
2496317,6390087,6390369,2
2496203,6390057,6390481,2
2496146,6392021,6397687,2
2496164,6391817,6392185,2
2496263,6398499,6397209,2
2496227,25253243,6397859,2
2496590,1996792,6398153,2
2496498,6397985,6397407,2
2496931,6397941,6397413,2
2496836,6397465,6397425,2
2496205,6397975,6405331,2
2496661,6400359,6399983,2
2496357,6390595,6397691,2
2496483,9911943,6397087,2
2497539,6397695,6397749,2
2497524,6397099,6397751,2
2498487,6397913,6397913,2
2496897,6397223,6397335,2
2496928,6397893,6397841,2
2496543,6398119,6397377,2
2496707,6397401,6397367,2
2496326,6392069,6397683,2
2496658,6390619,6397661,2
2496471,6394613,6395531,2
2496144,6395817,6399799,2
2496467,6397965,6395405,2
2497335,6399427,6399861,2
2496053,6390009,9914313,2
2496255,9915041,9913933,2
2496186,9911805,9914999,2
2496676,9911975,9911637,2
2496674,9911613,9914769,2
2496366,9911871,9914767,2
2496399,9911829,9911937,2
2496599,9911481,9911889,2
2496398,9911621,9914783,2
2497224,9911935,9911955,2
2496779,9914793,9914787,2
2496364,9914833,9914831,2
2499624,9901391,9903163,2
2498518,9902281,9902873,2
2498567,9901661,9902753,2
2499346,9904583,9905081,2
2499653,9901029,9907149,2
2499726,9902123,9902519,2
2498863,9902157,9903411,2
2496133,6399545,6399823,2
2499974,18258891,18257965,2
2500090,18258471,18258569,2
2500244,18258649,18258605,2
2500284,18258753,18258867,2
2500121,933070046,18260257,2
2500282,18260375,18260329,2
2500063,18260529,18260303,2
2500398,18260519,18260503,2
2500079,18257493,18257773,2
2500528,18260491,18260495,2
2500377,18260469,18260237,2
2500159,18257591,18258873,2
2500265,18258751,18258883,2
2500281,18260525,18260379,2
2500127,18259799,18260537,2
2500074,18257223,18257979,2
2500749,18258877,18258877,2
2500485,18260483,18260471,2
2500466,18258857,18258613,2
2500925,18252721,18253067,2
2501010,18252345,18252979,2
2501000,18252685,18252753,2
2500976,18253839,18252985,2
2501093,18252849,18252887,2
2501055,18252793,18252485,2
2500971,18252375,18253065,2
2501419,11020007,16659839,2
2501971,10997229,10997449,2
2502441,10996185,10996149,2
2502875,933080176,10996215,2
2502254,10989271,10989181,2
2502440,933080213,10997621,2
2501936,11009321,10997617,2
2502915,11009181,10996507,2
2501989,11009259,10999173,2
2502792,11008305,11003295,2
2502347,11003145,11003235,2
2502147,11015687,11011201,2
2503305,10989337,10989031,2
2503007,10996107,11033093,2
2502580,11008409,11003099,2
2503009,10991195,933080054,2
2503307,11008247,11003303,2
2502316,11015793,11016053,2
2502587,10996309,10997653,2
2502017,10997787,10997545,2
2502341,11001143,166742224,2
2502454,10989269,10989165,2
2503170,10997739,10997477,2
2503830,10997159,10997195,2
2502062,10991397,10991429,2
2502039,11009291,11003281,2
2502495,11009281,11002257,2
2503023,11009287,11003211,2
2502905,11019297,11011091,2
2503552,11009267,11008227,2
2502483,10988451,10989067,2
2502784,11013327,166742209,2
2508134,11012533,933080069,2
2502309,11001659,11003227,2
2503364,16702007,16701609,2
2510682,21478902,21484752,2
2510580,21478760,21484530,2
2501757,933080185,16629266,2
2502868,16624442,16624794,2
2501934,16626398,16624826,2
2502864,16628518,16629094,2
2503120,16630360,16628572,2
2502223,16626154,16624750,2
2502770,933080266,16629088,2
2503497,16629144,16629122,2
2504906,16644086,933080183,2
2502043,16636636,16636564,2
2504171,16626126,933080225,2
2502250,16626248,166757572,2
2503782,16636584,16636510,2
2502069,933080154,16636530,2
2502982,16636592,16636550,2
2502177,16626146,16630386,2
2503277,16624728,16624786,2
2502861,933080198,16629234,2
2504177,16624738,16624488,2
2502461,16657885,16674141,2
2502244,16658067,16660031,2
2502559,16658227,16660055,2
2502213,16658259,16660315,2
2501967,16663117,16674191,2
2502948,16659545,16660487,2
2502097,16662917,16660515,2
2502613,16658629,16659549,2
2502846,16664613,16663067,2
2502682,16663225,16662943,2
2502235,16664875,16665085,2
2502289,933080204,16665087,2
2503082,16664643,16663827,2
2503081,16663319,16663715,2
2501974,16667933,16665145,2
2502293,16668027,16667551,2
2502933,16667977,16667953,2
2503374,16667927,16667541,2
2502064,16664017,16665065,2
2502326,16664489,16674087,2
2502620,16658807,16674187,2
2502955,16659591,16660443,2
2502769,16659467,16660237,2
2502612,16661519,16658823,2
2503468,16664599,16665051,2
2503079,16659019,16659059,2
2502684,16664487,16660539,2
2503074,16658763,16658753,2
2502568,16664733,933080247,2
2501911,16658663,16660007,2
2502395,16658983,16674085,2
2503042,16664857,16664815,2
2503203,16663597,16665473,2
2503235,16662877,16659065,2
2502743,16659585,16660411,2
2502502,16658267,16660355,2
2502558,16657871,16659943,2
2502094,16659311,16660743,2
2502745,16664665,16665357,2
2507099,16681293,16684245,2
2507095,16682455,16683705,2
2507188,16682399,16683799,2
2506702,16682861,16683861,2
2507745,16686747,16684703,2
2507712,16687033,16696427,2
2506726,16683015,16683931,2
2507763,16684633,16684789,2
2507768,16687209,16687277,2
2507210,16682263,16693047,2
2507892,16687201,16687327,2
2508050,16697771,20119322,2
2508193,16698617,16699929,2
2507715,16697597,16696419,2
2508115,16698061,16707071,2
2508315,16698043,16697979,2
2508113,20112454,20119332,2
2508083,20118936,20119504,2
2510223,21472882,54524,2
2510541,21477628,21478082,2
2510651,21484012,21484464,2
2510420,21484980,21491790,2
2511100,21482556,21483052,2
2511515,21484978,21484142,2
2510692,21483302,21484354,2
2510759,21491222,21491640,2
2510540,21483440,21491844,2
2510821,21484352,21490560,2
2510782,21482006,21484636,2
2511204,21490820,21491764,1
2510878,21477636,21478006,2
2511450,21476858,933090046,2
2510685,21477194,21478076,2
2510872,21483970,21484482,2
2510904,21484224,933090067,2
2511108,21484408,27805072,2
2511023,21490906,933090072,2
2510629,21479446,21491858,2
2511761,21491938,21491648,2
2510960,21478156,21478114,2
2510951,21477992,21478190,2
2511495,21476576,21478204,2
2510604,21477650,21478028,2
2512049,21477286,21477966,2
2511050,21491198,21489428,2
2511955,21490874,21490908,2
2511420,21476430,21478018,2
2508435,16722922,16723722,2
2510506,16711462,933090283,2
2510659,16712170,16715668,2
2510812,16715496,933090280,2
2510556,16712442,16715724,2
2510892,16715330,16715446,2
2510599,16715426,16741009,2
2510661,16713874,933070277,2
2510409,16725610,16742577,2
2511076,16727498,16727988,2
2510530,16727448,166757654,2
2510997,16730980,27807473,2
2510841,16731672,27807497,2
2510937,16742607,16742583,2
2512205,68324,68324,2
2508466,83474,85494,2
2508485,83482,85654,2
2508701,83486,85556,1
2508688,83782,91896,2
2508938,87408,91972,2
2508964,89748,149042,2
2509130,89756,89756,2
2509314,88544,90188,2
2509378,89832,90276,2
2509379,89538,90248,2
2509592,90466,89922,2
2513375,16770182,16770748,2
2512947,16754558,16768574,2
2512974,16759482,16767848,2
2512994,16768768,16767914,2
2513017,16768068,16768178,2
2513053,16762692,16763026,2
2513073,16765950,16768632,2
2513111,16765614,16765614,2
2513143,16766908,16766916,2
2513292,16770526,16770104,2
2513312,16770066,16770540,2
2513329,16770556,16770702,2
2513337,16770908,16770708,2
2513528,16770452,16770620,2
2513421,16770596,16770844,2
2513435,16770632,16771140,2
2513644,16744105,10249847,2
2513766,10244447,10247777,2
2513773,10246503,10247473,2
2513747,10246537,10247425,2
2513752,27134207,10247761,2
2513738,10246589,10247737,2
2513796,933090053,10247707,2
2513890,10243903,10247581,2
2513800,10243707,10247701,2
2513919,10247049,10247731,2
2513735,10246501,10247533,2
2510654,53942,54352,2
2509679,31280961,84156,2
2509916,82864,84372,2
2509931,82592,149054,2
2509732,56890,68160,2
2510103,67182,79568,2
2509825,77832,79488,2
2509828,79368,148802,2
2509823,77310,79494,2
2509856,77454,77378,2
2510147,68242,68208,2
2510165,68240,58548,2
2509769,54182,149080,2
2510440,35634,54312,2
2510719,45732,54310,2
2511148,45646,53564,2
2510489,38108,54288,2
2510039,83064,84150,2
2509811,83068,83208,2
2510883,26790,32802,2
2509938,84106,84110,2
2509878,77740,77772,2
2514259,16813935,16824763,2
2514291,16807477,16814855,2
2514196,16802891,16817635,2
2514403,16806917,16807561,2
2514351,16801791,16806521,2
2514489,16809357,16806323,2
2514499,16806451,16802445,2
2514460,16802307,16802485,2
2514826,16803151,16803153,2
2514482,16802197,16802169,2
2514468,16801603,16801659,2
2514544,16801669,16802969,2
2514447,16805053,16802007,2
2514488,16801745,16801955,2
2514738,16806237,16806395,2
2514365,16805299,16807939,2
2514569,16805293,16806313,2
2514929,16809265,16806207,2
2514567,16806505,16806431,2
2514501,16807789,16807631,2
2514672,16814205,16814869,2
2514440,16809621,16813829,2
2514548,16807887,16808185,2
2514442,16794855,16801527,2
2514653,16806481,16806509,2
2514341,16807407,16808247,2
2514519,16807963,16809719,2
2514478,16794835,16802869,2
2514602,16812479,16809431,2
2515901,16812471,16837092,2
2515712,16838778,16841444,2
2515783,16838866,16843724,2
2515850,16838828,16837060,2
2515866,16838944,16839126,2
2515907,16837428,16837538,2
2515798,16837674,16839128,2
2515897,16837106,16839086,2
2516573,16847320,16852144,2
2517131,16863645,16865421,2
2516773,16863753,16865399,2
2516965,16865315,16865415,2
2517215,16875056,16875696,2
2517218,16877566,16875698,2
2517326,16875550,16876984,2
2517306,16875036,16879972,2
2517312,16875118,16878342,2
2517800,16883886,16884000,2
2517826,16883948,16883564,2
2517835,16883642,16884030,2
2517986,16894192,16918808,2
2518048,16896650,16896636,2
2518012,16896740,16896626,2
2518033,16896044,16896586,2
2518029,16891856,16896592,2
2518015,16896038,16896594,2
2518010,16896806,16896198,2
2518222,16902111,16910627,2
2518275,16906529,16906433,2
2518260,16906435,16906307,2
2518264,16902153,16907137,2
2518414,166743841,166743840,2
2518235,16905893,16907149,2
2518328,16906165,16907139,2
2518270,16905947,16905909,2
2518540,16918694,16918814,2
2518558,16918082,16918116,2
2518770,16916270,16918736,2
2518665,16916882,16918760,2
2518736,16918348,16918890,2
2518846,16933052,16933198,2
2518969,16933020,16933154,2
2518999,16927788,16928236,2
2519045,16928644,16928272,2
2519073,16928180,16928296,2
2519320,16927962,16928618,2
2519267,16934554,16934932,2
2519316,16928606,16937918,2
2519381,16928590,16928590,2
2519409,16928188,16928630,2
2519438,16954000,16944504,2
2519612,933100034,16949670,2
2519601,16946302,16949822,2
2519604,16949618,16949780,2
2519595,16953550,16955672,2
2519555,16946304,16949854,2
2520071,16949630,16949630,2
2519566,16954058,166758548,2
2519579,16949448,166758532,2
2519763,16949304,16949812,2
2519636,16950014,16949850,2
2519670,16944526,16944482,2
2519740,16949752,16949702,2
2519783,933100036,933100038,2
2520281,3340396,3340552,2
2520373,3340364,3340774,2
2520426,3340138,3340428,2
2520352,3340280,3340772,2
2520379,3340292,3339928,2
2520376,3340294,3340422,2
2520404,3339982,3340052,2
2520492,3345450,3340286,2
2520216,3340298,3340088,2
2520593,1984092,1987464,2
2520652,1987202,1987202,2
2520653,1984412,1985276,2
2520658,1984244,1985180,2
2521061,1984444,1984444,2
2520679,1983150,1983736,2
2521062,1978464,1986338,2
2521716,1978644,1986372,2
2521741,1978328,1978394,2
2521747,1978628,1978372,2
2521091,1978624,1978700,2
2520770,1983572,1986450,2
2520604,1984004,1987372,2
2520903,1984276,1983372,2
2520729,1983050,1983234,2
2520753,1984250,1984372,2
2520769,1983820,1985112,2
2521549,1984420,1987346,2
2521906,1978642,1984542,2
2521315,1984256,1986350,2
2521363,1984302,1984918,2
2521390,1984360,1986364,2
2521587,1984424,1987394,2
2523388,2230465,2230511,2
2522023,2284751,2287399,2
2522059,2287115,2287159,2
2522124,2287111,2287389,2
2522066,2285129,2287091,2
2522086,2284991,166758585,2
2522084,2284895,2285289,2
2522090,2285107,2285275,2
2522149,2287403,2287317,2
2522106,2287101,2287313,2
2522147,2285127,2285149,2
2523873,2000342,2000164,2
2525750,2000198,2000166,2
2524694,2000130,2000090,2
2523071,1996668,1997726,2
2526999,1997414,1997690,2
2523221,1996770,1997744,2
2525112,1997788,1997442,2
2523278,1996700,1997548,2
2527020,1997734,1997754,2
2526954,1997770,1997560,2
2525119,2000346,2000212,2
2529322,2000048,2000048,2
2526988,1997784,1997780,2
2525111,1997670,1997698,2
2524387,1997786,1997530,2
2522535,1996670,2236109,2
2523596,1996410,2002226,2
2525096,1997488,1997464,2
2525720,1997552,933110004,2
2527009,1997446,1997514,2
2525110,2000064,2000136,2
2524380,1997812,1997848,2
2524680,2002170,1997782,2
2529149,2000024,2000024,2
2529140,1997768,1997768,2
2522579,2005020,2017466,2
2522790,2010216,2013878,2
2522953,2008422,25317943,2
2523522,2007362,2009522,2
2523121,2007384,2009560,2
2522918,2007284,2009638,2
2523117,2009568,2008062,2
2523005,2008268,2009098,2
2523460,2010630,2009730,2
2523183,2063490,2014096,2
2523413,2014314,2014358,2
2522990,2014082,2016594,2
2523949,2016706,2016712,2
2525713,2015052,2016608,2
2524156,2015124,2016678,2
2523308,2010472,25317947,2
2524946,2011552,2013990,2
2523158,2008356,2008992,2
2523748,2010126,2008224,2
2523337,2007484,2009570,2
2524947,2016736,2016552,2
2524579,2015054,902620001,2
2522594,2064962,2068118,2
2522887,2062962,2064622,2
2523135,2063854,2066484,2
2523509,2063642,2064598,2
2524279,2065130,2064642,2
2524079,2065150,2064276,2
2522683,2063394,2067096,2
2523209,2064286,2066686,2
2523565,2064242,2066674,2
2522876,2066530,2067218,2
2523926,2066728,2066914,2
2524094,2067118,2067136,2
2523399,2064974,2063438,2
2523362,2064026,2064110,2
2523360,2063042,2063512,2
2523820,2066748,2066934,2
2524561,2067106,2067132,2
2522423,2068112,2067968,2
2522638,2143237,2148317,2
2523707,2146435,2148307,2
2523911,2147385,2146425,2
2523492,2143241,2143277,2
2522734,2142851,2145995,2
2522933,2142831,2146767,2
2523629,2143261,2144801,2
2523438,2144901,2146637,2
2523172,2143105,2145263,2
2523126,2146691,2146371,2
2523434,2146055,2146361,2
2523286,2146761,2146333,2
2523130,2144955,2146675,2
2523558,2147397,2148279,2
2523687,2148315,2148259,2
2523881,2230457,2230295,2
2525819,2235721,2235927,2
2522848,2161848,2232697,2
2525122,933110048,2161816,2
2523608,2161588,2161838,2
2523072,933110044,2161784,2
2524174,2161398,2157180,2
2524703,2157036,2156980,2
2523283,2157152,2161436,2
2523429,2157166,2157022,2
2523385,166744065,2161766,2
2524178,2157042,2161408,2
2527140,2156940,2156940,2
2524004,2161868,2161500,2
2523538,2161770,2161826,2
2527078,2157178,2157178,2
2533148,10317996,933120029,2
2532745,10317632,933120030,2
2532794,10317364,166758655,2
2532552,10317478,10320326,2
2532620,10320242,10320320,2
2532707,10317444,10319808,2
2533095,10319836,10320950,2
2532658,10319908,10320304,2
2533067,10319922,10320916,2
2532593,10320344,10319880,2
2533117,10320224,10320546,2
2529458,2947068,10367158,2
2529844,2948342,2948028,2
2529687,2948538,2948110,2
2529650,2950034,2951228,2
2530022,2950618,2948038,2
2529873,2950128,2950320,2
2529738,2950242,2953058,2
2529800,2950168,2952748,2
2529864,2950348,2952678,2
2529701,2952568,2953424,2
2529824,2952550,2953140,2
2530017,2953032,2953174,2
2529813,2948084,2951166,2
2529917,2952768,2953130,2
2529971,2953050,2951266,2
2530000,2953642,2952936,2
2529386,10365654,10367150,2
2529646,10362070,10365784,2
2529820,10362130,10362576,2
2529818,10362208,10363268,2
2529821,10362826,10365794,2
2529822,10364952,10365816,2
2529621,10362618,10365884,2
2529456,10365650,10365650,2
2529455,10365686,10365686,2
2529887,10362728,10362854,2
2529977,10365696,10369416,2
2529981,10363556,10362424,2
2529900,2078113,10367166,2
2530218,10365542,10365582,2
2530519,10365644,10365638,2
2529797,10363612,10362632,2
2529435,10365724,10365976,2
2529414,10365720,10369400,2
1673188,2040445,2297884,2
1674894,2040461,2041727,2
1676781,2042175,2041555,2
1678533,2040779,2042051,2
1677204,2040555,2040915,2
1678529,2040603,2040941,2
1677202,2041689,2042901,2
1676976,2041903,2043671,2
1676597,2041881,2043721,2
1674166,2040679,2043827,2
1676296,2042205,2043131,2
1681582,2047825,2048209,2
1678515,2047789,24813797,2
1676970,2045203,2048111,2
1675013,2044541,2045303,2
1678098,2044417,2045335,2
1678550,2044395,2045365,2
1675946,2040977,2041657,2
1676778,2040697,2041481,2
1676297,2042417,2041873,2
1676598,2042439,2042865,2
1676774,2041815,2043691,2
1677760,2041983,2043091,2
1677755,2043373,2045361,2
1678105,2043417,2051315,2
1675943,2043419,2045261,2
1678521,2043423,2044893,2
1675674,2047849,2048247,2
1678101,2047953,2048013,2
1677454,2048257,2047963,2
1675148,3295254,3298864,2
1674341,3294758,3298782,2
1674750,3294386,3298692,2
1674494,3289968,3298654,2
1674616,3290432,3292352,2
1674818,3289076,3292090,2
1675843,3286652,3290242,2
1677724,3286646,3286524,2
1676952,3285918,3286480,2
1677431,3285868,3286410,2
1675381,3285570,3286440,2
1678039,3285390,3285562,2
1677183,3286630,3286542,2
1681433,3285864,3285926,2
1677184,3286020,3290236,2
1675935,3287224,3290318,2
1676291,3291222,3291998,2
1675320,3292488,3298506,2
1675589,3296980,3298590,2
1674244,3297158,3298700,2
1675261,3297552,3298724,2
1675940,3290384,3290286,2
1675380,3288826,3289292,2
1675055,3289958,3298600,2
1677730,3286624,3286496,2
1675519,3298054,3298776,2
1676585,3296384,3296664,2
1676960,3291766,3292458,2
1676759,3292546,3292452,2
1676758,3292522,3292276,2
1676958,3291484,3292406,2
1677735,3291442,3292056,2
1676957,3291818,3291978,2
1678079,3291044,3292574,2
1679005,3285420,3285566,2
1678486,3285486,3285536,2
1680396,3285580,3285514,2
1679618,3286272,3285632,2
1676953,3285452,3286356,2
1678069,3286074,3286490,2
1676752,3290406,3289156,2
1677174,3288952,3289290,2
1676036,3289460,3289582,2
1675316,3289934,3292244,2
1678057,3291756,3296448,2
1675443,3295620,3294060,2
1676277,3294204,3294128,2
1676419,3294374,3298666,2
1675662,3295078,3295044,2
1676571,3294372,3294906,2
1676273,3294474,3294874,2
1676147,3295880,3294898,2
1676412,3295978,3298834,2
1674128,3433794,3443690,2
1674340,3433692,3440864,2
1674589,3433704,3438558,2
1675049,3432846,3434418,2
1676398,3435988,3452454,2
1674188,3429988,3434322,2
1675040,3432864,3432278,2
1675726,3432238,3434144,2
1675360,3429618,3432180,2
1675041,3429592,3434282,2
1674313,3435238,3434366,2
1674998,3431006,3435756,2
1676132,3431150,3435544,2
1674743,3435856,3438604,2
1674613,3435986,3443344,2
1677136,3436242,3438326,2
1674744,3436364,3438730,2
1677389,3437050,3436630,2
1674714,3442404,3443564,2
1676728,3441854,3442100,2
1674434,3437578,3443386,2
1677147,3437514,3437866,2
1676024,3442022,3437958,2
1676734,3437084,3438686,2
1676137,3437078,3437048,2
1676267,3442740,3443620,2
1677653,3429484,3430158,2
1677119,3433058,3433388,2
1676903,3433638,3433548,2
1676898,3441226,3441238,2
1675493,3440982,3440934,2
1678387,3430090,3430106,2
1676129,3430530,3430058,2
1676385,3432538,3434362,2
1675742,3442584,3443568,2
1675828,3441700,3443460,2
1676555,3436918,3437038,2
1676019,3435870,3436790,2
1676395,3431242,3434276,2
1675644,3434244,3438670,2
1676705,3441030,3443772,2
1674874,2308313,2310501,2
1676528,2308251,2315307,2
1675132,2305349,2306791,2
1676892,2308191,2308193,2
1676535,2305361,2306421,2
1675721,2305183,2306735,2
1674382,2305895,2310313,2
1676379,2306097,2308865,2
1676695,2308975,2308943,2
1674631,2309493,2310413,2
1676242,2310241,2309515,2
